VehicleKey,VehicleID,Make,Model,Year,FuelType,Transmission,Engine,NumberOfDoors,Drivetrain,MaxPower,Price
4013,GMC_Envoy_2008,GMC,Envoy,2008,regular unleaded,AUTOMATIC,6-cylinder,4,four wheel drive,285,34020
4019,GMC_Envoy_2009,GMC,Envoy,2009,regular unleaded,AUTOMATIC,6-cylinder,4,four wheel drive,285,35615
4025,Ferrari_Enzo_2003,Ferrari,Enzo,2003,premium unleaded (required),AUTOMATED_MANUAL,12-cylinder,2,rear wheel drive,660,643330
4026,Volkswagen_Eos_2014,Volkswagen,Eos,2014,premium unleaded (recommended),AUTOMATED_MANUAL,4-cylinder,2,front wheel drive,200,38325
4029,Volkswagen_Eos_2015,Volkswagen,Eos,2015,premium unleaded (recommended),AUTOMATED_MANUAL,4-cylinder,2,front wheel drive,200,39545
4032,Volkswagen_Eos_2016,Volkswagen,Eos,2016,premium unleaded (recommended),AUTOMATED_MANUAL,4-cylinder,2,front wheel drive,200,31995
4033,Suzuki_Equator_2010,Suzuki,Equator,2010,regular unleaded,AUTOMATIC,4-cylinder,4,rear wheel drive,152,22075
4043,Suzuki_Equator_2011,Suzuki,Equator,2011,regular unleaded,AUTOMATIC,6-cylinder,4,four wheel drive,261,25979
4049,Suzuki_Equator_2012,Suzuki,Equator,2012,regular unleaded,MANUAL,4-cylinder,4,rear wheel drive,152,19299
4056,Chevrolet_Equinox_2015,Chevrolet,Equinox,2015,regular unleaded,AUTOMATIC,4-cylinder,4,all wheel drive,182,26270
4065,Chevrolet_Equinox_2016,Chevrolet,Equinox,2016,regular unleaded,AUTOMATIC,4-cylinder,4,front wheel drive,182,22600
4072,Chevrolet_Equinox_2017,Chevrolet,Equinox,2017,regular unleaded,AUTOMATIC,4-cylinder,4,front wheel drive,182,25510
4079,Hyundai_Equus_2014,Hyundai,Equus,2014,premium unleaded (recommended),AUTOMATIC,8-cylinder,4,rear wheel drive,429,61250
4081,Hyundai_Equus_2015,Hyundai,Equus,2015,premium unleaded (recommended),AUTOMATIC,8-cylinder,4,rear wheel drive,429,61500
4083,Hyundai_Equus_2016,Hyundai,Equus,2016,premium unleaded (recommended),AUTOMATIC,8-cylinder,4,rear wheel drive,429,68750
4085,Lexus_ES 250_1990,Lexus,ES 250,1990,regular unleaded,MANUAL,6-cylinder,4,front wheel drive,156,2000
4086,Lexus_ES 250_1991,Lexus,ES 250,1991,regular unleaded,MANUAL,6-cylinder,4,front wheel drive,156,2000
4087,Lexus_ES 300h_2015,Lexus,ES 300h,2015,regular unleaded,AUTOMATIC,4-cylinder,4,front wheel drive,200,40580
4088,Lexus_ES 300h_2016,Lexus,ES 300h,2016,regular unleaded,AUTOMATIC,4-cylinder,4,front wheel drive,200,41020
4089,Lexus_ES 300h_2017,Lexus,ES 300h,2017,regular unleaded,AUTOMATIC,4-cylinder,4,front wheel drive,200,41820
4090,Lexus_ES 300_2001,Lexus,ES 300,2001,premium unleaded (required),AUTOMATIC,6-cylinder,4,front wheel drive,210,31505
4091,Lexus_ES 300_2002,Lexus,ES 300,2002,regular unleaded,AUTOMATIC,6-cylinder,4,front wheel drive,210,31505
4092,Lexus_ES 300_2003,Lexus,ES 300,2003,regular unleaded,AUTOMATIC,6-cylinder,4,front wheel drive,210,31725
4093,Lexus_ES 330_2004,Lexus,ES 330,2004,regular unleaded,AUTOMATIC,6-cylinder,4,front wheel drive,225,31725
4094,Lexus_ES 330_2005,Lexus,ES 330,2005,regular unleaded,AUTOMATIC,6-cylinder,4,front wheel drive,225,32175
4095,Lexus_ES 330_2006,Lexus,ES 330,2006,regular unleaded,AUTOMATIC,6-cylinder,4,front wheel drive,218,32300
4096,Lexus_ES 350_2015,Lexus,ES 350,2015,regular unleaded,AUTOMATIC,6-cylinder,4,front wheel drive,268,37700
4098,Lexus_ES 350_2016,Lexus,ES 350,2016,regular unleaded,AUTOMATIC,6-cylinder,4,front wheel drive,268,38100
4099,Lexus_ES 350_2017,Lexus,ES 350,2017,regular unleaded,AUTOMATIC,6-cylinder,4,front wheel drive,268,38900
4100,Cadillac_Escalade ESV_2015,Cadillac,Escalade ESV,2015,flex-fuel (unleaded/E85),AUTOMATIC,8-cylinder,4,four wheel drive,420,85795
4114,Cadillac_Escalade ESV_2016,Cadillac,Escalade ESV,2016,premium unleaded (recommended),AUTOMATIC,8-cylinder,4,rear wheel drive,420,80045
4122,Cadillac_Escalade ESV_2017,Cadillac,Escalade ESV,2017,premium unleaded (recommended),AUTOMATIC,8-cylinder,4,four wheel drive,420,83995
4130,Cadillac_Escalade EXT_2011,Cadillac,Escalade EXT,2011,flex-fuel (premium unleaded recommended/E85),AUTOMATIC,8-cylinder,4,all wheel drive,403,67350
4133,Cadillac_Escalade EXT_2012,Cadillac,Escalade EXT,2012,flex-fuel (premium unleaded recommended/E85),AUTOMATIC,8-cylinder,4,all wheel drive,403,69640
4136,Cadillac_Escalade EXT_2013,Cadillac,Escalade EXT,2013,flex-fuel (premium unleaded recommended/E85),AUTOMATIC,8-cylinder,4,all wheel drive,403,69640
4139,Cadillac_Escalade Hybrid_2011,Cadillac,Escalade Hybrid,2011,regular unleaded,AUTOMATIC,8-cylinder,4,four wheel drive,332,88435
4143,Cadillac_Escalade Hybrid_2012,Cadillac,Escalade Hybrid,2012,regular unleaded,AUTOMATIC,8-cylinder,4,four wheel drive,332,76400
4147,Cadillac_Escalade Hybrid_2013,Cadillac,Escalade Hybrid,2013,regular unleaded,AUTOMATIC,8-cylinder,4,rear wheel drive,332,74425
4151,Cadillac_Escalade_2015,Cadillac,Escalade,2015,flex-fuel (unleaded/E85),AUTOMATIC,8-cylinder,4,rear wheel drive,420,80195
4165,Cadillac_Escalade_2016,Cadillac,Escalade,2016,premium unleaded (recommended),AUTOMATIC,8-cylinder,4,rear wheel drive,420,81545
4173,Cadillac_Escalade_2017,Cadillac,Escalade,2017,premium unleaded (recommended),AUTOMATIC,8-cylinder,4,rear wheel drive,420,92195
4181,Ford_Escape Hybrid_2009,Ford,Escape Hybrid,2009,regular unleaded,AUTOMATIC,4-cylinder,4,front wheel drive,177,31975
4185,Ford_Escape Hybrid_2010,Ford,Escape Hybrid,2010,regular unleaded,AUTOMATIC,4-cylinder,4,all wheel drive,177,34120
4189,Ford_Escape Hybrid_2011,Ford,Escape Hybrid,2011,regular unleaded,AUTOMATIC,4-cylinder,4,front wheel drive,177,30570
4193,Ford_Escape_2015,Ford,Escape,2015,premium unleaded (recommended),AUTOMATIC,4-cylinder,4,front wheel drive,178,29735
4198,Ford_Escape_2016,Ford,Escape,2016,premium unleaded (recommended),AUTOMATIC,4-cylinder,4,all wheel drive,178,27540
4203,Ford_Escape_2017,Ford,Escape,2017,regular unleaded,AUTOMATIC,4-cylinder,4,front wheel drive,168,23600
4208,Ford_Escort_2001,Ford,Escort,2001,regular unleaded,MANUAL,4-cylinder,2,front wheel drive,130,12340
4209,Ford_Escort_2002,Ford,Escort,2002,regular unleaded,MANUAL,4-cylinder,2,front wheel drive,130,14315
4214,Ford_Escort_2003,Ford,Escort,2003,regular unleaded,MANUAL,4-cylinder,2,front wheel drive,130,13205
4217,Lotus_Esprit_2002,Lotus,Esprit,2002,premium unleaded (required),MANUAL,8-cylinder,2,rear wheel drive,350,89825
4218,Lotus_Esprit_2003,Lotus,Esprit,2003,premium unleaded (required),MANUAL,8-cylinder,2,rear wheel drive,350,90825
4219,Lotus_Esprit_2004,Lotus,Esprit,2004,premium unleaded (required),MANUAL,8-cylinder,2,rear wheel drive,350,93225
4220,Buick_Estate Wagon_1990,Buick,Estate Wagon,1990,regular unleaded,AUTOMATIC,8-cylinder,4,rear wheel drive,140,2000
4221,Suzuki_Esteem_2000,Suzuki,Esteem,2000,regular unleaded,MANUAL,4-cylinder,4,front wheel drive,122,2000
4225,Suzuki_Esteem_2001,Suzuki,Esteem,2001,regular unleaded,AUTOMATIC,4-cylinder,4,front wheel drive,122,14199
4242,Suzuki_Esteem_2002,Suzuki,Esteem,2002,regular unleaded,MANUAL,4-cylinder,4,front wheel drive,122,13299
4252,Volkswagen_EuroVan_2001,Volkswagen,EuroVan,2001,premium unleaded (required),AUTOMATIC,6-cylinder,3,front wheel drive,201,27700
4254,Volkswagen_EuroVan_2002,Volkswagen,EuroVan,2002,premium unleaded (recommended),AUTOMATIC,6-cylinder,3,front wheel drive,201,26200
4256,Volkswagen_EuroVan_2003,Volkswagen,EuroVan,2003,premium unleaded (recommended),AUTOMATIC,6-cylinder,3,front wheel drive,201,26200
4258,Lotus_Evora 400_2017,Lotus,Evora 400,2017,premium unleaded (required),MANUAL,6-cylinder,2,rear wheel drive,400,91900
4260,Lotus_Evora_2011,Lotus,Evora,2011,premium unleaded (required),MANUAL,6-cylinder,2,rear wheel drive,276,64000
4262,Lotus_Evora_2013,Lotus,Evora,2013,premium unleaded (required),MANUAL,6-cylinder,2,rear wheel drive,276,66800
4266,Lotus_Evora_2014,Lotus,Evora,2014,premium unleaded (required),MANUAL,6-cylinder,2,rear wheel drive,345,78750
4270,Infiniti_EX35_2008,Infiniti,EX35,2008,premium unleaded (recommended),AUTOMATIC,6-cylinder,4,rear wheel drive,297,31900
4274,Infiniti_EX35_2009,Infiniti,EX35,2009,premium unleaded (recommended),AUTOMATIC,6-cylinder,4,all wheel drive,297,35200
4278,Infiniti_EX35_2010,Infiniti,EX35,2010,premium unleaded (recommended),AUTOMATIC,6-cylinder,4,rear wheel drive,297,33800
4282,Hyundai_Excel_1992,Hyundai,Excel,1992,regular unleaded,MANUAL,4-cylinder,2,front wheel drive,81,2000
4286,Hyundai_Excel_1993,Hyundai,Excel,1993,regular unleaded,MANUAL,4-cylinder,4,front wheel drive,81,2000
4290,Hyundai_Excel_1994,Hyundai,Excel,1994,regular unleaded,MANUAL,4-cylinder,2,front wheel drive,81,2000
4293,Lotus_Exige_2009,Lotus,Exige,2009,premium unleaded (recommended),MANUAL,4-cylinder,2,rear wheel drive,257,74995
4295,Lotus_Exige_2010,Lotus,Exige,2010,premium unleaded (recommended),MANUAL,4-cylinder,2,rear wheel drive,240,65690
4296,Lotus_Exige_2011,Lotus,Exige,2011,premium unleaded (recommended),MANUAL,4-cylinder,2,rear wheel drive,240,65690
4299,Infiniti_EX_2011,Infiniti,EX,2011,premium unleaded (recommended),AUTOMATIC,6-cylinder,4,rear wheel drive,297,35200
4303,Infiniti_EX_2012,Infiniti,EX,2012,premium unleaded (recommended),AUTOMATIC,6-cylinder,4,rear wheel drive,297,38100
4307,Infiniti_EX_2013,Infiniti,EX,2013,premium unleaded (recommended),AUTOMATIC,6-cylinder,4,rear wheel drive,325,36900
4311,Ford_Expedition_2016,Ford,Expedition,2016,regular unleaded,AUTOMATIC,6-cylinder,4,four wheel drive,365,58185
4331,Ford_Expedition_2017,Ford,Expedition,2017,regular unleaded,AUTOMATIC,6-cylinder,4,rear wheel drive,365,58021
4347,Ford_Explorer Sport Trac_2008,Ford,Explorer Sport Trac,2008,regular unleaded,AUTOMATIC,8-cylinder,4,all wheel drive,292,31320
4357,Ford_Explorer Sport Trac_2009,Ford,Explorer Sport Trac,2009,regular unleaded,AUTOMATIC,8-cylinder,4,rear wheel drive,292,31145
4369,Ford_Explorer Sport Trac_2010,Ford,Explorer Sport Trac,2010,regular unleaded,AUTOMATIC,6-cylinder,4,rear wheel drive,210,33065
4374,Ford_Explorer Sport_2001,Ford,Explorer Sport,2001,regular unleaded,MANUAL,6-cylinder,2,four wheel drive,203,24055
4376,Ford_Explorer Sport_2002,Ford,Explorer Sport,2002,regular unleaded,AUTOMATIC,6-cylinder,2,rear wheel drive,203,24615
4384,Ford_Explorer Sport_2003,Ford,Explorer Sport,2003,regular unleaded,AUTOMATIC,6-cylinder,2,rear wheel drive,203,23835
4392,Ford_Explorer_2015,Ford,Explorer,2015,flex-fuel (unleaded/E85),AUTOMATIC,6-cylinder,4,front wheel drive,290,33000
4399,Ford_Explorer_2016,Ford,Explorer,2016,flex-fuel (unleaded/E85),AUTOMATIC,6-cylinder,4,all wheel drive,290,35400
4407,Ford_Explorer_2017,Ford,Explorer,2017,regular unleaded,AUTOMATIC,6-cylinder,4,all wheel drive,365,53235
4415,Mitsubishi_Expo_1993,Mitsubishi,Expo,1993,regular unleaded,MANUAL,4-cylinder,2,front wheel drive,136,2000
4422,Mitsubishi_Expo_1994,Mitsubishi,Expo,1994,regular unleaded,MANUAL,4-cylinder,4,four wheel drive,136,2000
4427,Mitsubishi_Expo_1995,Mitsubishi,Expo,1995,regular unleaded,AUTOMATIC,4-cylinder,4,four wheel drive,136,2000
4429,Chevrolet_Express Cargo_2014,Chevrolet,Express Cargo,2014,flex-fuel (unleaded/E85),AUTOMATIC,8-cylinder,3,all wheel drive,310,32760
4431,Chevrolet_Express_2014,Chevrolet,Express,2014,flex-fuel (unleaded/E85),AUTOMATIC,8-cylinder,3,all wheel drive,310,34525
4436,Chevrolet_Express_2015,Chevrolet,Express,2015,flex-fuel (unleaded/E85),AUTOMATIC,8-cylinder,3,rear wheel drive,285,32190
4442,Chevrolet_Express_2016,Chevrolet,Express,2016,flex-fuel (unleaded/E85),AUTOMATIC,8-cylinder,3,rear wheel drive,285,37500
4448,Ford_F-150 Heritage_2004,Ford,F-150 Heritage,2004,regular unleaded,MANUAL,6-cylinder,4,rear wheel drive,202,22295
4468,Ford_F-150 SVT Lightning_1995,Ford,F-150 SVT Lightning,1995,regular unleaded,AUTOMATIC,8-cylinder,2,rear wheel drive,240,4508
4469,Ford_F-150 SVT Lightning_1999,Ford,F-150 SVT Lightning,1999,regular unleaded,AUTOMATIC,8-cylinder,2,rear wheel drive,360,5691
4470,Ford_F-150 SVT Lightning_2000,Ford,F-150 SVT Lightning,2000,regular unleaded,AUTOMATIC,8-cylinder,2,rear wheel drive,360,5860
4471,Ford_F-150_2015,Ford,F-150,2015,regular unleaded,AUTOMATIC,6-cylinder,4,four wheel drive,325,45090
4511,Ford_F-150_2016,Ford,F-150,2016,flex-fuel (unleaded/E85),AUTOMATIC,6-cylinder,2,four wheel drive,282,31185
4553,Ford_F-150_2017,Ford,F-150,2017,regular unleaded,AUTOMATIC,6-cylinder,4,rear wheel drive,325,31710
4597,Ford_F-250_1997,Ford,F-250,1997,regular unleaded,MANUAL,8-cylinder,2,rear wheel drive,220,3104
4613,Ford_F-250_1998,Ford,F-250,1998,regular unleaded,MANUAL,8-cylinder,2,rear wheel drive,220,3338
4629,Ford_F-250_1999,Ford,F-250,1999,regular unleaded,MANUAL,8-cylinder,2,rear wheel drive,220,3251
4645,Ferrari_F12 Berlinetta_2013,Ferrari,F12 Berlinetta,2013,premium unleaded (required),AUTOMATED_MANUAL,12-cylinder,2,rear wheel drive,731,315888
4646,Ferrari_F12 Berlinetta_2014,Ferrari,F12 Berlinetta,2014,premium unleaded (required),AUTOMATED_MANUAL,12-cylinder,2,rear wheel drive,731,315888
4647,Ferrari_F12 Berlinetta_2015,Ferrari,F12 Berlinetta,2015,premium unleaded (required),AUTOMATED_MANUAL,12-cylinder,2,rear wheel drive,731,319995
4648,Ferrari_F430_2007,Ferrari,F430,2007,premium unleaded (required),MANUAL,8-cylinder,2,rear wheel drive,483,173079
4653,Ferrari_F430_2008,Ferrari,F430,2008,premium unleaded (required),AUTOMATED_MANUAL,8-cylinder,2,rear wheel drive,483,199054
4657,Ferrari_F430_2009,Ferrari,F430,2009,premium unleaded (required),AUTOMATED_MANUAL,8-cylinder,2,rear wheel drive,483,200054
4661,Ford_Festiva_1991,Ford,Festiva,1991,regular unleaded,MANUAL,4-cylinder,2,front wheel drive,63,2000
4663,Ford_Festiva_1992,Ford,Festiva,1992,regular unleaded,MANUAL,4-cylinder,2,front wheel drive,63,2000
4665,Ford_Festiva_1993,Ford,Festiva,1993,regular unleaded,MANUAL,4-cylinder,2,front wheel drive,63,2000
4667,Ferrari_FF_2013,Ferrari,FF,2013,premium unleaded (required),AUTOMATED_MANUAL,12-cylinder,,all wheel drive,651,295000
4668,Ferrari_FF_2014,Ferrari,FF,2014,premium unleaded (required),AUTOMATED_MANUAL,12-cylinder,2,all wheel drive,651,295000
4669,Ferrari_FF_2015,Ferrari,FF,2015,premium unleaded (required),AUTOMATED_MANUAL,12-cylinder,2,all wheel drive,651,295000
4670,Ford_Fiesta_2015,Ford,Fiesta,2015,regular unleaded,MANUAL,4-cylinder,4,front wheel drive,120,18405
4677,Ford_Fiesta_2016,Ford,Fiesta,2016,regular unleaded,MANUAL,4-cylinder,4,front wheel drive,120,14880
4684,Ford_Fiesta_2017,Ford,Fiesta,2017,regular unleaded,MANUAL,4-cylinder,4,front wheel drive,120,15660
4691,Pontiac_Firebird_2000,Pontiac,Firebird,2000,regular unleaded,MANUAL,6-cylinder,2,rear wheel drive,200,4677
4696,Pontiac_Firebird_2001,Pontiac,Firebird,2001,premium unleaded (required),AUTOMATIC,8-cylinder,2,rear wheel drive,310,24035
4701,Pontiac_Firebird_2002,Pontiac,Firebird,2002,premium unleaded (required),AUTOMATIC,8-cylinder,2,rear wheel drive,310,32095
4706,Honda_Fit EV_2013,Honda,Fit EV,2013,electric,DIRECT_DRIVE,0-cylinder,4,front wheel drive,,36625
4707,Honda_Fit EV_2014,Honda,Fit EV,2014,electric,DIRECT_DRIVE,0-cylinder,4,front wheel drive,,36625
4708,Honda_Fit_2015,Honda,Fit,2015,regular unleaded,MANUAL,4-cylinder,4,front wheel drive,130,15650
4714,Honda_Fit_2016,Honda,Fit,2016,regular unleaded,AUTOMATIC,4-cylinder,4,front wheel drive,130,21165
4720,Honda_Fit_2017,Honda,Fit,2017,regular unleaded,AUTOMATIC,4-cylinder,4,front wheel drive,130,20265
4726,Ford_Five Hundred_2005,Ford,Five Hundred,2005,regular unleaded,AUTOMATIC,6-cylinder,4,front wheel drive,203,24165
4732,Ford_Five Hundred_2006,Ford,Five Hundred,2006,regular unleaded,AUTOMATIC,6-cylinder,4,front wheel drive,203,24230
4738,Ford_Five Hundred_2007,Ford,Five Hundred,2007,regular unleaded,AUTOMATIC,6-cylinder,4,all wheel drive,203,28460
4742,Toyota_FJ Cruiser_2012,Toyota,FJ Cruiser,2012,regular unleaded,AUTOMATIC,6-cylinder,4,four wheel drive,260,27705
4745,Toyota_FJ Cruiser_2013,Toyota,FJ Cruiser,2013,regular unleaded,AUTOMATIC,6-cylinder,4,rear wheel drive,260,27030
4748,Toyota_FJ Cruiser_2014,Toyota,FJ Cruiser,2014,regular unleaded,AUTOMATIC,6-cylinder,4,four wheel drive,260,29270
4751,Cadillac_Fleetwood_1994,Cadillac,Fleetwood,1994,regular unleaded,AUTOMATIC,8-cylinder,4,rear wheel drive,260,2000
4752,Cadillac_Fleetwood_1995,Cadillac,Fleetwood,1995,regular unleaded,AUTOMATIC,8-cylinder,4,rear wheel drive,260,2000
4753,Cadillac_Fleetwood_1996,Cadillac,Fleetwood,1996,regular unleaded,AUTOMATIC,8-cylinder,4,rear wheel drive,260,2158
4754,Ford_Flex_2015,Ford,Flex,2015,regular unleaded,AUTOMATIC,6-cylinder,4,front wheel drive,287,32100
4760,Ford_Flex_2016,Ford,Flex,2016,premium unleaded (recommended),AUTOMATIC,6-cylinder,4,all wheel drive,365,42600
4766,Ford_Flex_2017,Ford,Flex,2017,premium unleaded (recommended),AUTOMATIC,6-cylinder,4,all wheel drive,365,43030
4772,Bentley_Flying Spur_2014,Bentley,Flying Spur,2014,flex-fuel (premium unleaded required/E85),AUTOMATIC,12-cylinder,4,all wheel drive,616,200500
4773,Bentley_Flying Spur_2015,Bentley,Flying Spur,2015,flex-fuel (premium unleaded required/E85),AUTOMATIC,12-cylinder,4,all wheel drive,616,215800
4775,Bentley_Flying Spur_2016,Bentley,Flying Spur,2016,premium unleaded (required),AUTOMATIC,8-cylinder,4,all wheel drive,500,201000
4777,Ford_Focus RS_2017,Ford,Focus RS,2017,premium unleaded (recommended),MANUAL,4-cylinder,4,all wheel drive,350,36120
4778,Ford_Focus ST_2015,Ford,Focus ST,2015,premium unleaded (recommended),MANUAL,4-cylinder,4,front wheel drive,252,24370
4779,Ford_Focus ST_2016,Ford,Focus ST,2016,premium unleaded (recommended),MANUAL,4-cylinder,4,front wheel drive,252,24425
4780,Ford_Focus ST_2017,Ford,Focus ST,2017,premium unleaded (recommended),MANUAL,4-cylinder,4,front wheel drive,252,24775
4781,Ford_Focus_2015,Ford,Focus,2015,flex-fuel (unleaded/E85),MANUAL,4-cylinder,4,front wheel drive,160,18460
4787,Ford_Focus_2016,Ford,Focus,2016,flex-fuel (unleaded/E85),MANUAL,4-cylinder,4,front wheel drive,160,18515
4793,Ford_Focus_2017,Ford,Focus,2017,flex-fuel (unleaded/E85),AUTOMATED_MANUAL,4-cylinder,4,front wheel drive,160,21675
4801,Suzuki_Forenza_2006,Suzuki,Forenza,2006,regular unleaded,AUTOMATIC,4-cylinder,4,front wheel drive,126,16699
4809,Suzuki_Forenza_2007,Suzuki,Forenza,2007,regular unleaded,AUTOMATIC,4-cylinder,4,front wheel drive,127,16349
4825,Suzuki_Forenza_2008,Suzuki,Forenza,2008,regular unleaded,AUTOMATIC,4-cylinder,4,front wheel drive,127,15589
4835,Subaru_Forester_2015,Subaru,Forester,2015,premium unleaded (required),AUTOMATIC,4-cylinder,4,all wheel drive,250,33095
4843,Subaru_Forester_2016,Subaru,Forester,2016,regular unleaded,AUTOMATIC,4-cylinder,4,all wheel drive,170,28795
4851,Subaru_Forester_2017,Subaru,Forester,2017,premium unleaded (required),AUTOMATIC,4-cylinder,4,all wheel drive,250,34295
4859,Kia_Forte_2015,Kia,Forte,2015,regular unleaded,AUTOMATIC,4-cylinder,2,front wheel drive,173,19590
4869,Kia_Forte_2016,Kia,Forte,2016,regular unleaded,MANUAL,4-cylinder,2,front wheel drive,201,20690
4879,Kia_Forte_2017,Kia,Forte,2017,regular unleaded,AUTOMATIC,4-cylinder,4,front wheel drive,147,17500
4887,Volkswagen_Fox_1991,Volkswagen,Fox,1991,regular unleaded,MANUAL,4-cylinder,4,front wheel drive,81,2000
4889,Volkswagen_Fox_1992,Volkswagen,Fox,1992,regular unleaded,MANUAL,4-cylinder,2,front wheel drive,81,2000
4891,Volkswagen_Fox_1993,Volkswagen,Fox,1993,regular unleaded,MANUAL,4-cylinder,2,front wheel drive,81,2000
4894,Scion_FR-S_2014,Scion,FR-S,2014,premium unleaded (required),MANUAL,4-cylinder,2,rear wheel drive,200,24700
4898,Scion_FR-S_2015,Scion,FR-S,2015,premium unleaded (required),AUTOMATIC,4-cylinder,2,rear wheel drive,200,31090
4902,Scion_FR-S_2016,Scion,FR-S,2016,premium unleaded (required),MANUAL,4-cylinder,2,rear wheel drive,200,25305
4906,Land Rover_Freelander_2003,Land Rover,Freelander,2003,regular unleaded,AUTOMATIC,6-cylinder,4,all wheel drive,174,24975
4910,Land Rover_Freelander_2004,Land Rover,Freelander,2004,regular unleaded,AUTOMATIC,6-cylinder,2,all wheel drive,174,26330
4913,Land Rover_Freelander_2005,Land Rover,Freelander,2005,regular unleaded,AUTOMATIC,6-cylinder,4,all wheel drive,174,26830
4915,Ford_Freestar_2005,Ford,Freestar,2005,regular unleaded,AUTOMATIC,6-cylinder,4,front wheel drive,,28030
4921,Ford_Freestar_2006,Ford,Freestar,2006,regular unleaded,AUTOMATIC,6-cylinder,4,front wheel drive,193,19650
4925,Ford_Freestar_2007,Ford,Freestar,2007,regular unleaded,AUTOMATIC,6-cylinder,4,front wheel drive,201,26665
4929,Ford_Freestyle_2005,Ford,Freestyle,2005,regular unleaded,AUTOMATIC,6-cylinder,4,front wheel drive,203,28440
4935,Ford_Freestyle_2006,Ford,Freestyle,2006,regular unleaded,AUTOMATIC,6-cylinder,4,all wheel drive,203,28355
4941,Ford_Freestyle_2007,Ford,Freestyle,2007,regular unleaded,AUTOMATIC,6-cylinder,4,all wheel drive,203,27770
4945,Nissan_Frontier_2015,Nissan,Frontier,2015,regular unleaded,AUTOMATIC,6-cylinder,4,rear wheel drive,261,32560
4973,Nissan_Frontier_2016,Nissan,Frontier,2016,regular unleaded,AUTOMATIC,6-cylinder,4,four wheel drive,261,26750
4999,Nissan_Frontier_2017,Nissan,Frontier,2017,regular unleaded,AUTOMATIC,6-cylinder,4,rear wheel drive,261,25750
5021,Ford_Fusion Hybrid_2015,Ford,Fusion Hybrid,2015,regular unleaded,AUTOMATIC,4-cylinder,4,front wheel drive,188,27380
5024,Ford_Fusion Hybrid_2016,Ford,Fusion Hybrid,2016,regular unleaded,AUTOMATIC,4-cylinder,4,front wheel drive,188,31430
5027,Ford_Fusion Hybrid_2017,Ford,Fusion Hybrid,2017,regular unleaded,AUTOMATIC,4-cylinder,4,front wheel drive,188,37020
5031,Ford_Fusion_2015,Ford,Fusion,2015,regular unleaded,AUTOMATIC,4-cylinder,4,all wheel drive,231,27830
5036,Ford_Fusion_2016,Ford,Fusion,2016,regular unleaded,AUTOMATIC,4-cylinder,4,front wheel drive,231,31270
5041,Ford_Fusion_2017,Ford,Fusion,2017,regular unleaded,AUTOMATIC,4-cylinder,4,front wheel drive,231,30610
